Instance_number,Topic,TopicKnowledge,OverAllTopicKnowledge,QuizWiseTopicKnowledge,AdvanceTopicKnowledge,OverAllAdvanceTopicKnowledge,QuizWiseAdvanceTopicKnowledge,EasyTopicKnowledge,OverAllEasyTopicKnowledge,QuizWiseEasyTopicKnowledge,Knowledge,OverAllKnowledge,QuizWiseKnowledge,AdvancedKnowledge,OverAllAdvancedKnowledge,QuizWiseAdvancedKnowledge,EasyKnowledge,OverAllEasyKnowledge,QuizWiseEasyKnowledge,OverallInteractionData,QuizWiseInteractionData,ActiveOrReflective,SensoryOrIntuitive,VisualOrVerbal,SequentialOrGlobal,Recommendation,Cluster
190,'objects and collections advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.899893,1.496667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster2
191,'objects and collections easy',0,0,0,0,0,0,0,0,0,0.887393,1.496667,0.278119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster4
192,'flow control advanced',0,0,0,0,0,0,0,0,0,0.442645,0.885289,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster7
193,'flow control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.517645,1.035289,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster1
194,'exceptions easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.586395,1.172789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://rymden.nu/exceptions.html,cluster4
195,'threads advanced',0,0,0,0,0,0,0,0,0,0.573895,1.147789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/2013/03/multithreading-in-java/,cluster4
196,'core easy',0,0,0,0,0,0,0,0,0,0.573895,1.147789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.tutorialspoint.com/java/java_inheritance.htm,cluster4
197,'declarations and access control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.661395,1.322789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster4
198,'operators and assignments advanced',0,0,0,0,0,0,0,0,0,0.648895,1.297789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.wideskills.com/java-tutorial/java-operators-tutorial,cluster4
199,'inner classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.711395,1.422789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster4
200,'assertions easy',0,0,0,0,0,0,0,0,0,0.698895,1.397789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster4
201,'assertions advanced',0,0,0,0,0,0,0,0,0,0.698895,1.397789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster4
202,'classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.773895,1.547789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster6
203,'declarations and access control advanced',0.1875,0.25,0.125,0.375,0.5,0.25,0,0,0,0.982535,1.672789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster6
204,'garbage collection easy',0.0625,0,0.125,0.125,0,0.25,0,0,0,0.970035,1.647789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster2
205,'garbage collection advanced',0.1875,0.25,0.125,0.375,0.5,0.25,0,0,0,1.057535,1.822789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster6
206,'objects and collections advanced',0.0625,0,0.125,0.125,0,0.25,0,0,0,1.045035,1.797789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster2
207,'objects and collections easy',0.125,0.25,0,0,0,0,0.25,0.5,0,1.101285,1.922789,0.279781,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster6
